Wall time,Step,Value
1692966544.2170148,0,0.2737172245979309
1692966606.3044727,1,0.3886469006538391
1692966671.498091,2,0.4498681128025055
1692966736.0082915,3,0.49470508098602295
1692966795.8534307,4,0.5241368412971497
1692966859.0737314,5,0.5531889200210571
1692966923.3493924,6,0.5753077268600464
1692966985.88902,7,0.591572105884552
1692967044.0607722,8,0.6096147894859314
1692967106.807344,9,0.6248002052307129
1692967170.1271038,10,0.6339713931083679
1692967233.2189748,11,0.6447610259056091
1692967292.9883914,12,0.6575687527656555
1692967357.9959595,13,0.6633431911468506
1692967422.1209037,14,0.6710157990455627
1692967485.1315339,15,0.6803868412971497
1692967546.0384452,16,0.6859415173530579
1692967610.8878477,17,0.690497100353241
1692967676.4970005,18,0.6951726078987122
1692967737.770504,19,0.7007672786712646
1692967798.4039626,20,0.710118293762207
1692967863.3968112,21,0.7143941521644592
1692967928.7152355,22,0.7165321111679077
1692967987.9626384,23,0.7212875485420227
1692968048.9345033,24,0.726622462272644
1692968111.9584024,25,0.7319373488426208
1692968176.453671,26,0.734375
1692968235.5442436,27,0.7389506101608276
1692968298.1982589,28,0.7441056370735168
1692968362.8319685,29,0.7447450160980225
1692968427.3641028,30,0.7453844547271729
1692968488.716233,31,0.7533567547798157
1692968552.5138373,32,0.758152186870575
1692968617.3938916,33,0.7603101134300232
1692968680.4140842,34,0.7592910528182983
1692968740.7368102,35,0.7629675269126892
1692968804.8111155,36,0.7660645842552185
1692968869.6420996,37,0.7676630616188049
1692968930.6517127,38,0.7701806426048279
1692968992.9686375,39,0.7732776403427124
1692969056.882033,40,0.8018702268600464
1692969122.0214777,41,0.8066056370735168
1692969183.804846,42,0.8106217980384827
1692969245.08624,43,0.8139985799789429
1692969309.3444374,44,0.8167958855628967
1692969372.7754087,45,0.8169357180595398
1692969432.5035152,46,0.8185941576957703
1692969495.904352,47,0.8227301836013794
1692969559.205618,48,0.8223105669021606
1692969622.2651105,49,0.8248681426048279
1692969684.3351073,50,0.8267263174057007
1692969748.4810984,51,0.8291640281677246
1692969817.7608585,52,0.8300032019615173
1692969887.0920076,53,0.8331601619720459
1692969959.6966178,54,0.831242024898529
1692970028.9622843,55,0.8336597084999084
1692970094.6958718,56,0.8332600593566895
1692970154.5552022,57,0.8355178833007812
1692970217.3763614,58,0.8355178833007812
1692970279.102657,59,0.835997462272644
1692970340.5866678,60,0.8370364308357239
1692970399.6877198,61,0.8414122462272644
1692970460.3916037,62,0.842930793762207
1692970527.9068575,63,0.8403732180595398
1692970589.0838907,64,0.8431106209754944
1692970648.416735,65,0.8441895842552185
1692970718.0955043,66,0.8440697193145752
1692970782.8584325,67,0.8480058908462524
1692970845.9966857,68,0.847626268863678
1692970911.0958517,69,0.8493046760559082
1692970980.0778027,70,0.8487052321434021
1692971046.0003989,71,0.8501039147377014
1692971103.5748498,72,0.8525015711784363
1692971162.007858,73,0.8539401888847351
1692971222.9752629,74,0.8548193573951721
1692971285.157683,75,0.8571171760559082
1692971345.9625902,76,0.8560182452201843
1692971408.9627228,77,0.859315037727356
1692971472.5738978,78,0.8597745895385742
1692971538.2295249,79,0.8598345518112183
1692971608.7346392,80,0.8603740334510803
1692971677.1399996,81,0.861552894115448
1692971743.9048202,82,0.8598345518112183
1692971811.2013767,83,0.8622123003005981
1692971872.9719207,84,0.865888774394989
1692971933.6921504,85,0.864070475101471
1692971994.9918382,86,0.8645899891853333
1692972058.5353248,87,0.8659886717796326
1692972122.5339966,88,0.8699048757553101
1692972185.7714574,89,0.8708440065383911
1692972246.8153915,90,0.870724081993103
1692972307.018208,91,0.8696651458740234
1692972368.5382624,92,0.8721427321434021
1692972430.3656766,93,0.8715433478355408
1692972492.1702251,94,0.8723825216293335
1692972551.9101183,95,0.8741008639335632
1692972612.4643352,96,0.8744005560874939
1692972674.8693776,97,0.8760989308357239
1692972741.685297,98,0.8740409016609192
1692972802.6183112,99,0.8762787580490112
