Wall time,Step,Value
1693059860.6310148,0,2.303088903427124
1693059873.9733741,1,2.303203582763672
1693059887.796226,2,2.3030283451080322
1693059901.6423607,3,2.3031280040740967
1693059915.9987404,4,2.3030765056610107
1693059929.8120673,5,2.3030736446380615
1693059943.0114057,6,2.3028740882873535
1693059956.0826566,7,2.3031396865844727
1693059969.4392853,8,2.3031039237976074
1693059982.6398382,9,2.3030872344970703
1693059995.6517484,10,2.3031256198883057
1693060008.528917,11,2.303058624267578
1693060021.8981571,12,2.303039312362671
1693060034.995057,13,2.302990674972534
1693060048.2632577,14,2.301827907562256
1693060061.6581378,15,1.9939496517181396
1693060075.1756341,16,1.7497388124465942
1693060088.6485076,17,1.5078954696655273
1693060102.0426955,18,1.2756943702697754
1693060115.5035768,19,1.041053056716919
1693060128.890639,20,0.8455042839050293
1693060142.3837502,21,0.7038931250572205
1693060156.0098956,22,0.5762611627578735
1693060169.412192,23,0.4822474420070648
1693060182.565862,24,0.3946530222892761
1693060195.8432536,25,0.3122708797454834
1693060209.4202192,26,0.24933889508247375
1693060223.235345,27,0.2094847708940506
1693060236.4460902,28,0.16433827579021454
1693060249.7627244,29,0.13343694806098938
1693060263.307717,30,0.10461603105068207
1693060276.9114928,31,0.0911855697631836
1693060290.6237879,32,0.08342502266168594
1693060304.1108632,33,0.06839791685342789
1693060317.8250315,34,0.060939718037843704
1693060331.2904892,35,0.050126176327466965
1693060345.219713,36,0.038517359644174576
1693060358.8901215,37,0.04175738990306854
1693060372.343519,38,0.04078621417284012
1693060386.0466826,39,0.02765839919447899
1693060399.5242956,40,0.030915016308426857
1693060413.055938,41,0.032422423362731934
1693060426.3668075,42,0.02593875676393509
1693060439.8096268,43,0.0285472571849823
1693060453.0052023,44,0.015861673280596733
1693060466.488134,45,0.023330574855208397
1693060479.660507,46,0.021929500624537468
1693060492.8739438,47,0.02053956314921379
1693060506.1491566,48,0.01721995882689953
1693060519.2667868,49,0.01604488492012024
1693060532.8119245,50,0.018242228776216507
1693060546.3509982,51,0.01542666181921959
1693060559.8084915,52,0.015374316833913326
1693060573.266318,53,0.014814388938248158
1693060587.027464,54,0.011810043826699257
1693060601.1587665,55,0.011698276735842228
1693060615.5211148,56,0.008148705586791039
1693060630.3715107,57,0.015836628153920174
1693060644.1910386,58,0.011225146241486073
1693060657.961613,59,0.010491247288882732
