Wall time,Step,Value
1692951239.4296308,0,0.09876518696546555
1692951252.768608,1,0.09970428049564362
1692951266.3672478,2,0.10014386475086212
1692951279.9485834,3,0.09966432303190231
1692951293.9564962,4,0.09762627631425858
1692951308.3003876,5,0.09954443573951721
1692951322.2010078,6,0.09836556762456894
1692951336.159787,7,0.10022378712892532
1692951350.329658,8,0.10120284557342529
1692951364.4422958,9,0.10064338147640228
1692951378.0843346,10,0.11500959098339081
1692951391.392156,11,0.20660166442394257
1692951405.0817327,12,0.2937779724597931
1692951418.6171863,13,0.39338234066963196
1692951432.109982,14,0.49828165769577026
1692951445.4900513,15,0.6022218465805054
1692951459.3305922,16,0.6767303347587585
1692951473.2029731,17,0.7378316521644592
1692951487.114046,18,0.7827885150909424
1692951501.208638,19,0.824248731136322
1692951515.1728997,20,0.8583559989929199
1692951529.2696261,21,0.884111225605011
1692951542.977277,22,0.9084678888320923
1692951556.76009,23,0.926690399646759
1692951570.6450586,24,0.9391583800315857
1692951584.570686,25,0.9496883153915405
1692951598.3207357,26,0.9584398865699768
1692951612.0418208,27,0.9671915173530579
1692951625.5286787,28,0.9724864363670349
1692951639.449871,29,0.9782409071922302
1692951653.5711644,30,0.9791600108146667
1692951667.08834,31,0.9836357235908508
1692951680.7380607,32,0.9840153455734253
1692951694.3539624,33,0.9863530993461609
1692951708.2599354,34,0.9879515767097473
1692951721.970776,35,0.9890505075454712
1692951736.0555482,36,0.989949643611908
1692951749.779586,37,0.9914082288742065
1692951763.698138,38,0.9928668737411499
1692951777.8374236,39,0.9923872947692871
1692951792.5879383,40,0.992527186870575
1692951806.5145197,41,0.9922873973846436
1692951819.864446,42,0.9935062527656555
1692951833.338795,43,0.9938259124755859
1692951846.8030918,44,0.9941655993461609
1692951860.7968745,45,0.9943054914474487
1692951875.82609,46,0.9959039092063904
1692951890.264413,47,0.9962435960769653
1692951904.132058,48,0.9949648380279541
1692951918.4823687,49,0.9954843521118164
1692951932.3041408,50,0.9956241846084595
1692951946.257812,51,0.9954643249511719
1692951960.4440885,52,0.9959039092063904
1692951974.5391417,53,0.9959039092063904
1692951988.7290645,54,0.9972826242446899
1692952002.6050518,55,0.9973825216293335
1692952016.5850263,56,0.9952844977378845
1692952030.6940129,57,0.9961037635803223
1692952044.5851183,58,0.9969828724861145
1692952058.6289973,59,0.9971827268600464
1692952072.8692956,60,0.9966632127761841
1692952087.2009482,61,0.9963635206222534
1692952101.6346776,62,0.9972626566886902
1692952115.702378,63,0.9973425269126892
1692952129.9452722,64,0.9964234232902527
1692952143.99392,65,0.9986013174057007
1692952158.3409355,66,0.9977821111679077
1692952172.1596818,67,0.9983215928077698
1692952186.1808739,68,0.9981018304824829
1692952200.0907514,69,0.9988411068916321
1692952214.2248852,70,0.9988811016082764
1692952228.4127412,71,0.9991608262062073
1692952242.4364004,72,0.9990009665489197
1692952256.6721613,73,0.997002899646759
1692952270.7766707,74,0.9980818629264832
1692952284.8991733,75,0.9992007613182068
1692952298.849727,76,0.9993406534194946
1692952313.223846,77,0.9976022839546204
1692952327.724586,78,0.9994005560874939
1692952341.7474983,79,0.9997003078460693
1692952355.7801962,80,0.9968030452728271
1692952369.694703,81,0.9989210367202759
1692952383.9803715,82,0.9976822137832642
1692952398.0778847,83,0.9992806911468506
1692952412.2079864,84,0.9997802376747131
1692952426.4714646,85,1.0
1692952440.656807,86,1.0
1692952454.7807875,87,1.0
1692952469.1163278,88,1.0
1692952483.3924797,89,1.0
1692952497.4528418,90,1.0
1692952511.5011322,91,1.0
1692952525.4507444,92,1.0
1692952539.4540298,93,1.0
1692952553.3726106,94,1.0
1692952567.3826866,95,1.0
1692952581.3642704,96,1.0
1692952595.170477,97,1.0
1692952608.9518704,98,1.0
1692952623.271367,99,1.0
